Cloud Altitude,Release Mass,Cloud Age,Diffusion Coefficient,Transmitter Frequency,Transmitter Power,Transmitter Gain,Receiver Gain,Distance,Windspeed,Solar Angle,Kp Index,Cloud Radius,Electron Density,Critical Frequency,Received Power,Signal to Noise Ratio,Delay Spread,Doppler Shift,Bit Error Rate
146,0.007969744,504.8785213,3.320209101,40052424.47,45.07697653,11.57831468,11.03855146,932643.9177,9.08647551,32.95915187,4.702334781,81.88534085,1.56979E+14,1.12762E+11,-59.85723978,40.14276022,0.272951136,1.213117914,0
111,0.048401109,933.1773085,1.56153903,260943870.5,53.97230305,11.71144144,4.72042295,705913.9098,38.40248621,46.67312556,8.608100404,76.34638927,1.17627E+15,3.08671E+11,-71.00599835,28.99400165,0.254487964,33.40297797,0
118,0.045737466,67.35727958,1.93041756,274692197.3,47.5182805,3.458081883,5.928810127,913440.5127,45.97531871,42.89122975,0.457490468,22.80593565,4.17E+16,1.83787E+12,-87.18954834,12.81045166,0.076019786,42.09687105,3.19E-10
121,0.008347509,3206.130276,2.080192207,259622113.8,84.54936215,2.624484598,10.01530029,203509.5196,17.0676146,18.78123805,6.379925767,163.3323877,2.07184E+13,40965707609,-33.37357018,66.62642982,0.544441292,14.77043393,0
121,0.006057773,4788.478982,2.098512474,252650496.4,51.85018117,13.80841053,13.41678928,824786.955,39.1491649,48.67090865,7.332014999,200.4862377,8.12971E+12,25661387298,-63.4060468,36.5939532,0.668287459,32.97018648,0
130,0.004270424,3621.911243,2.532348956,231140603.6,36.60529242,0.659985458,2.680630991,236908.5109,13.68613515,83.32818218,7.098742501,191.5405248,6.57211E+12,23072517119,-90.92741825,9.072581749,0.638468416,10.54473847,2.92E-05
147,0.045472183,5303.034433,3.357689594,201026648.4,79.73742418,11.02107714,7.719953081,76057.64685,47.13001367,2.437910127,5.100969645,266.8778262,2.58717E+13,45777771405,-21.31366493,78.68633507,0.889592754,31.58129563,0
112,0.00968119,341.3186898,1.60173178,213229291.3,86.89783684,0.696320782,1.78176632,541706.8273,34.1730496,61.22759152,8.285066975,46.76327587,1.02383E+15,2.87977E+11,-47.98048851,52.01951149,0.155877586,24.28898383,0
106,0.020814246,4876.302859,1.303753441,247726729.2,47.83860605,12.56850076,4.19182733,352339.1915,28.46379936,56.22381245,1.210713827,159.4678228,5.55082E+13,67053465621,-70.3239313,29.6760687,0.531559409,23.50414639,0
109,0.022442568,4396.154684,1.493676225,208874583.8,70.10277147,13.5812222,10.28972039,91354.7937,38.9935079,83.19842592,2.206355371,162.0670445,5.7017E+13,67958641638,-27.74281371,72.25718629,0.540223482,27.14917577,0
144,0.029950552,1697.589969,3.217312251,118486278.3,15.29240805,4.461286863,1.166019529,981289.1598,40.66155853,58.08104464,2.762606728,147.8063193,1.00309E+14,90139136690,-116.4937757,-16.49377575,0.492687731,16.0594558,0.416150508
132,0.003586767,5257.069853,2.614527032,131509497.6,57.65183668,1.109034653,9.935378728,683142.7907,44.61849491,56.23584412,0.078096687,234.4760221,3.00901E+12,15611851728,-66.4773111,33.5226889,0.78158674,19.55918616,0
114,0.011337931,1555.575902,1.714766973,272205516.5,14.0483024,7.210268045,13.51216681,906721.5646,45.05597664,69.28250941,3.336023315,103.2947275,1.11254E+14,94929272258,-109.1808691,-9.180869082,0.344315758,40.88161797,0.311557223
140,0.046574519,4802.356204,3.039867347,34622963.17,12.62717564,4.476945551,14.54055437,999128.4566,2.634541278,24.10253539,1.44593854,241.6487187,3.56953E+13,53770976835,-95.23922468,4.760775318,0.805495729,0.304052085,0.007211577
143,0.045420505,4756.161568,3.153424991,218681556.9,65.16323655,6.257042142,3.249483015,422368.3998,6.145380401,53.61590362,6.521635369,244.9342667,3.34287E+13,52035788492,-60.74449881,39.25550119,0.816447556,4.479604513,0
142,0.039064532,4091.593472,3.116285847,287789939.2,37.30018442,9.974781802,11.23346935,292000.1773,41.30304391,46.74789984,3.734575264,225.8368865,3.66787E+13,54506648468,-76.08492788,23.91507212,0.752789622,39.62200165,1.89E-109
145,0.000970062,3043.177088,3.297316334,220681605.9,76.82834462,3.147390539,13.89555673,224690.1731,47.30258267,39.4625256,6.340135024,200.3428813,1.30465E+12,10279912463,-36.1399014,63.8600986,0.667809604,34.79603302,0
112,0.016350338,648.8948452,1.63060255,298356236.8,90.64743046,5.354273543,1.370539663,539427.7524,15.38359241,7.153845063,2.642879428,65.05657813,6.42198E+14,2.28075E+11,-42.86531348,57.13468652,0.21685526,15.29930246,0
137,0.031397937,2873.115395,2.887604822,215637124.5,22.54520564,11.73843735,6.210354127,625776.7386,0.430090922,26.33659722,1.187259727,182.1693922,5.61682E+13,67450926834,-98.21305083,1.78694917,0.607231307,0.309145232,0.041171478
123,0.013759511,1927.342984,2.151348743,39278017.89,75.20705547,9.656429249,13.7911465,498801.5992,16.13525945,25.19835426,1.187901212,128.784889,6.96665E+13,75119832703,-23.29110579,76.70889421,0.429282963,2.112536698,0
142,0.045479335,4278.179762,3.104996382,253292668,56.30679985,4.894132367,3.041812474,417889.4141,19.1432068,65.18258614,1.829373772,230.5101532,4.01569E+13,57032504464,-72.35512408,27.64487592,0.768367177,16.16277975,3.64E-255
136,0.031694473,4094.139586,2.821226693,106850076.2,20.09073251,9.964524004,14.00641026,209858.9353,38.05166824,82.85905217,1.036941234,214.9464667,3.45151E+13,52874562003,-79.05656825,20.94343175,0.716488222,13.5527455,2.72E-56
138,0.003595336,4917.396927,2.941118616,150435450.9,68.64333458,11.47969384,7.907881066,469766.6426,2.379233282,20.77085006,1.984923665,240.5214971,2.79443E+12,15044902111,-45.05792685,54.94207315,0.801738324,1.193070105,0
132,0.045450279,81.06804697,2.640404594,114264817.3,64.85201228,8.887283714,1.498396238,130980.9802,10.6320118,6.7161545,5.211309102,29.26106243,1.96E+16,1.26062E+12,-44.36891208,55.63108792,0.097536875,4.049549621,0
108,0.047888333,4369.348268,1.443571924,102509608.7,56.40776807,3.592452488,6.748159751,871795.3709,44.69842931,89.99612589,2.307024135,158.8391448,1.29233E+14,1.02313E+11,-68.37939138,31.62060862,0.529463816,15.27339499,0
127,0.003885621,5067.756625,2.362567297,146479540,93.38240841,0.003679358,4.893917932,94557.51949,7.741020473,62.20847971,3.086519053,218.841642,4.00947E+12,18021284700,-20.65364407,79.34635593,0.72947214,3.779670393,0
149,0.026618012,4262.433125,3.461674349,132262891.1,56.89717265,12.0427366,4.233062408,411613.7586,37.9623826,79.78237623,0.474605852,242.9416013,2.00764E+13,40326028439,-57.64977523,42.35022477,0.809805338,16.73671492,0
146,0.015168214,703.9198888,3.343470166,201001417.1,99.14636039,12.33950333,8.122133635,145130.9756,18.06552078,12.94914743,8.029881833,97.02649427,1.79589E+14,1.2061E+11,-5.795376324,94.20462368,0.323421648,12.10398426,0
102,0.019641954,439.825887,1.107934339,249550824.3,55.83059325,10.46406752,7.253890361,786231.4745,33.13301075,72.0691237,1.243448929,44.14966381,2.46842E+15,4.47148E+11,-68.40982656,31.59017344,0.147165546,27.56123381,0
108,0.008982561,113.5434497,1.412037039,110213936.4,20.42668345,1.148713971,7.229507394,347100.1299,3.692325165,73.19913714,3.13799252,25.32410366,5.98155E+15,6.96064E+11,-98.95310999,1.046890014,0.084413679,1.356485636,0.055315549
106,0.028903605,3395.595474,1.329321934,87704711.26,52.3424126,8.778334313,1.322125967,157450.332,14.32789725,13.63400334,3.415313253,134.370228,1.28842E+14,1.02158E+11,-56.4646462,43.5353538,0.44790076,4.188746972,0
136,0.047898968,3400.602647,2.814949775,210061723.1,26.40958863,12.31531007,12.03477272,554916.7339,21.23948687,14.52637621,6.949136421,195.6785697,6.91373E+13,74833948279,-86.67601249,13.32398751,0.652261899,14.8720107,2.74E-11
140,0.02515363,5329.347143,3.044463325,210986417.8,63.74201367,5.845024802,7.22158973,920463.1569,42.8606313,26.59060945,4.35188568,254.7547991,1.64532E+13,36506252524,-65.06077896,34.93922104,0.849182664,30.14337021,0
110,0.004145729,2150.035097,1.533778416,273305434.6,72.38189577,2.970011013,12.31358743,913212.6276,28.17479288,19.51087029,3.446606599,114.850815,2.95947E+13,48960947869,-56.3830983,43.6169017,0.38283605,25.66774671,0
125,0.031000067,1792.962032,2.264631732,34305335.34,52.15917508,8.814409459,12.36891962,287168.4891,2.261264654,87.78689173,6.262872287,127.4425159,1.6197E+14,1.14541E+11,-42.63165388,57.36834612,0.424808386,0.258578141,0
142,0.01701115,3372.270182,3.10175757,260320978.8,18.79326709,12.39459941,4.757029873,733676.6922,40.09332867,32.66494503,5.373132756,204.5479363,2.14963E+13,41727720483,-105.7795704,-5.779570443,0.681826454,34.79044854,0.233611919
136,0.042796259,4458.461223,2.832003862,170670586.7,52.17772587,0.733049381,0.065194557,78769.9832,2.726074448,68.51757706,0.703211254,224.7343267,4.07768E+13,57471067863,-65.69860787,34.30139213,0.749114422,1.550869084,0
127,0.021733907,5058.642553,2.355593014,197751564.1,17.33087933,8.954268257,13.66868516,175259.2067,46.7183282,72.45457231,2.814302261,218.3218089,2.25872E+13,42773393330,-86.94637163,13.05362837,0.727739363,30.79540824,1.03E-10
129,0.00964198,4337.067373,2.475869226,54670288.95,71.391336,9.64760693,11.4104204,524498.7518,10.5858723,34.73467984,8.807473157,207.2487553,1.1714E+13,30803190903,-32.80474224,67.19525776,0.690829184,1.929108992,0
125,0.009555281,2304.612821,2.270901367,146806031.9,81.13314024,9.03550559,1.608779352,267318.6128,24.39630723,61.43269989,4.350016827,144.6865358,3.41173E+13,52569038964,-36.20222579,63.79777421,0.482288453,11.93841686,0
114,0.038438209,3428.901956,1.743871128,91371649.95,96.61422945,9.750505264,10.52590551,808348.7613,3.614048438,9.702012681,3.817737628,154.6552699,1.12379E+14,95408038655,-16.58175366,83.41824634,0.515517566,1.100738563,0
128,0.01327938,4624.160065,2.412554982,98640758.12,23.39218964,9.470629614,0.30034903,934518.5635,28.08561931,35.72658463,1.349278212,211.2443173,1.52349E+13,35128679610,-102.2339074,-2.233907397,0.704147724,9.234622605,0.1370867
134,0.03836167,2649.801707,2.722213255,166105681,57.9178302,1.956058275,0.416386038,54116.65066,24.86143504,87.05795941,7.551631565,169.8625954,8.46487E+13,82804244293,-54.8882224,45.1117776,0.566208651,13.76541865,0
143,0.010294366,1170.891189,3.18330729,249363106.6,61.07836308,3.524051654,7.887348594,271270.0381,20.51242674,15.16775885,1.199770897,122.1033408,6.11551E+13,70381570472,-60.21910624,39.78089376,0.407011136,17.05014152,0
131,0.016084318,917.3368512,2.590728385,230820851.1,93.02288804,9.284910079,1.440561439,467575.6788,1.778645852,34.71401742,0.945753698,97.50016654,1.87673E+14,1.23295E+11,-33.01836846,66.98163154,0.325000555,1.368495165,0
138,0.023274349,1.851662977,2.902803843,189569989,66.45489765,0.265397417,14.46504784,584925.3239,43.94681893,71.14693589,3.951003155,4.636815461,2.52E+18,1.43008E+13,-55.81624627,44.18375373,0.015456052,27.76999327,0
108,0.047159792,3878.766935,1.400179087,175642912,23.09586811,9.521167781,13.4074684,920107.6387,40.13182994,59.88809294,3.929821914,147.3902079,1.59288E+14,1.13588E+11,-94.24907001,5.750929989,0.491300693,23.49623825,0.003053666
123,0.046586571,600.8138306,2.153893686,145372631.7,49.27161916,9.980799357,9.747180469,897289.316,31.65150102,56.83667414,8.83322088,71.94690031,1.35282E+15,3.31026E+11,-69.412893,30.587107,0.239823001,15.33754,0
100,0.010343594,1317.487299,1.02332905,292631692.9,68.92862757,3.587621398,0.955634563,655311.5945,28.61149913,76.79317134,1.147801379,73.43631325,2.82459E+14,1.51259E+11,-68.28768971,31.71231029,0.244787711,27.90877142,0
112,0.017910952,1609.234314,1.616697161,181251989.6,73.02559889,8.971992446,4.872528867,294518.6134,34.74732157,2.618445872,4.354443888,102.0126374,1.82462E+14,1.21571E+11,-43.78197939,56.21802061,0.340042125,20.9934039,0
136,0.007469969,3026.490865,2.816154288,98570927.54,87.67665987,8.011350911,5.575844969,794123.4194,7.199500796,69.40479314,1.811207809,184.6408972,1.28337E+13,32241707969,-32.71307019,67.28692981,0.615469657,2.365538238,0
149,0.025499254,2149.57134,3.479524878,92124513.85,26.24564079,3.910373222,7.213197537,242519.1827,46.63221232,79.42941353,6.315875025,172.9680543,5.329E+13,65699999672,-85.71740356,14.28259644,0.576560181,14.31989963,1.22E-13
104,0.023029128,3643.564883,1.247945249,195065318.3,95.63879321,6.944610178,2.53354311,966913.7079,14.23366458,1.455702975,3.525181894,134.8624408,1.01536E+14,90688600456,-36.49859806,63.50140194,0.449541469,9.254981037,0
120,0.045038008,301.3931217,2.00373579,171163432.4,15.32254708,13.64436794,8.662674642,55547.91995,32.82451362,50.3066656,5.836211005,49.14924963,4.10246E+15,5.76454E+11,-78.03617509,21.96382491,0.163830832,18.72785473,1.23E-70
140,0.046500269,670.1477098,3.000177422,32078406.8,98.53859211,6.399041707,6.536559719,591281.9787,30.33778406,31.37296367,3.045700653,89.67858224,6.97277E+14,2.37654E+11,-10.19014413,89.80985587,0.298928607,3.243959261,0
110,0.01917837,2696.242908,1.510089087,254117650.5,87.19903836,9.447662653,14.20945445,133977.3846,31.83069899,4.568643793,5.08091388,127.6176632,9.97919E+13,89906303077,-15.88936007,84.11063993,0.425392211,26.9624748,0
127,0.024586897,1820.27289,2.387712373,220113035.6,69.42455045,0.530262316,14.04292844,437219.5537,43.94760615,37.59733074,4.222232777,131.8527679,1.15998E+14,96932288473,-51.77335459,48.22664541,0.439509226,32.24480333,0
136,0.044811812,1598.096345,2.83267824,208693908.2,76.14959502,1.1670017,8.48210933,653186.8633,14.79556033,57.96271271,3.369284797,134.5643748,1.98892E+14,1.26926E+11,-52.99642722,47.00357278,0.448547916,10.2924777,0
130,0.04033539,362.8845987,2.539963626,48570777.58,16.54228053,1.2196211,9.66524004,705118.5708,37.44740941,82.71122684,4.837723134,60.71947566,1.94858E+15,3.97284E+11,-99.36979151,0.63020849,0.202398252,6.062832645,0.064175536
109,0.000182816,4836.987824,1.470061837,127755079.5,13.73318766,11.67361145,2.066947017,796290.9962,29.9195532,55.84774378,3.454188093,168.6495918,4.12167E+11,5778021135,-108.7794425,-8.779442504,0.562165306,12.74124966,0.303386015
117,0.016002978,3736.128546,1.888461422,282553210.4,19.15892169,5.253853422,3.349848583,613661.3176,3.803016548,77.10687734,7.254169,167.9944597,3.65033E+13,54376149161,-113.1221452,-13.12214519,0.559981532,3.581848449,0.377451138
139,0.021088712,657.6164287,2.959479461,262899095.2,17.86238332,3.414175325,13.51073106,288753.3837,20.70773404,10.9414356,4.457138402,88.2315661,3.32043E+14,1.63998E+11,-98.92322276,1.076777238,0.29410522,18.14681514,0.054703759
127,0.011485814,352.1831258,2.385566285,107096593.2,59.26431101,11.20986853,10.48748884,894790.5808,41.89757866,18.94690508,8.128145398,57.97089584,6.37599E+14,2.27257E+11,-54.77246181,45.22753819,0.193236319,14.9569598,0
100,0.009978581,5264.336808,1.013074034,72405898.71,29.38995884,2.549400938,2.841452959,820552.0424,15.76736945,87.32635778,2.005238166,146.0570152,3.46352E+13,52966495316,-96.80097785,3.199022155,0.486856717,3.80550185,0.020480211
138,0.001889225,3678.6506,2.9024769,151253748.4,87.41850735,3.697387876,8.553154591,202049.7018,24.11319417,79.86606212,1.009114918,206.6610596,2.31485E+12,13693182068,-26.13842639,73.86157361,0.688870199,12.15737001,0
101,0.032168486,2254.845328,1.088278387,126074202.2,50.11737608,6.463971649,14.02141876,835185.625,24.43192841,21.17042577,3.428706236,99.07369857,3.57743E+14,1.70227E+11,-65.94960731,34.05039269,0.330245662,10.26745294,0
137,0.013125515,3789.645889,2.864334457,214201121.7,72.59594288,4.971571035,5.177566592,974012.2901,30.90049334,55.88764936,1.652936052,208.3728706,1.56895E+13,35648961836,-59.74683204,40.25316796,0.694576235,22.06306778,0
110,0.002617359,4084.435315,1.5062014,290937398.7,68.75857837,8.780883166,2.787305633,655358.161,44.20089299,32.63694827,3.538074538,156.8691454,7.33275E+12,24371138952,-61.3829871,38.6170129,0.522897151,42.86564276,0
147,0.011548966,4212.015931,3.3951837,128010391.5,38.7867735,5.067609286,14.13037915,317714.962,8.676959939,42.17386579,1.866698499,239.1699633,9.12933E+12,27193309632,-70.30508492,29.69491508,0.797233211,3.702470129,0
118,0.040095698,2581.059573,1.919851878,46800526.62,31.88508162,5.894274538,6.918980404,626264.1397,25.23084413,77.47903342,7.813946781,140.7871027,1.55391E+14,1.1219E+11,-80.74601813,19.25398187,0.469290342,3.936055974,8.13E-39
116,0.042574459,2321.937011,1.817329041,272355782.3,40.82106568,12.94329912,6.25862998,375408.3157,21.21336296,66.21413491,5.111140768,129.9187987,2.09966E+14,1.30412E+11,-76.27400399,23.72599601,0.433062662,19.25860688,6.97E-105
107,0.024153312,60.54062697,1.372220126,40246427.16,81.69925365,13.26797159,4.013507997,692149.1471,14.79600451,21.45983055,4.478303385,18.22910494,4.31E+16,1.86892E+12,-26.02199617,73.97800383,0.060763683,1.984954392,0
115,0.020803534,5003.481865,1.764010539,287246792.2,62.76491636,12.41566786,13.37377942,567559.9615,45.98040885,28.43937672,7.089705847,187.8956598,3.39159E+13,52413590518,-51.79516412,48.20483588,0.626318866,44.02574982,0
143,0.048892685,3258.259235,3.191626905,209436445.6,32.81847963,12.97246399,12.6842515,933016.0815,0.40855462,26.07394138,1.173303119,203.9524242,6.23266E+13,71052459408,-83.44782164,16.55217836,0.679841414,0.285220758,9.65E-22
149,0.010028233,1097.828107,3.490835844,284256086.3,83.60617988,8.54593004,6.044855992,637013.116,6.105239632,70.25965005,7.713132485,123.8117556,5.71419E+13,68033038109,-43.06438603,56.93561397,0.412705852,5.784838412,0
118,0.010767964,4965.938861,1.920773826,83908115.4,14.92834475,9.693498221,0.459199198,253282.5995,36.6672225,44.1079579,4.349736524,195.32993,1.56258E+13,35576571192,-97.57133326,2.428666737,0.651099767,10.25559179,0.03071001
122,0.014593359,4940.717338,2.121526577,40988944.72,72.92650375,8.357597498,6.699771458,738854.3797,13.17208023,85.56518763,1.227899066,204.7619412,1.83833E+13,38588176315,-37.74482808,62.25517192,0.682539804,1.799698895,0
136,0.008637866,5341.605303,2.805177346,161816694.1,49.51907252,11.78382126,2.712870249,335834.402,36.15896305,73.50184595,7.374703195,244.8195269,6.36626E+12,22708300264,-66.7913951,33.2086049,0.81606509,19.50374622,0
144,0.01896828,4720.031384,3.215489451,151668321.9,75.81613475,8.265007286,2.141011052,308771.4053,41.61268054,19.00749878,4.146976894,246.3916486,1.37141E+13,33329245344,-43.29267504,56.70732496,0.821305495,21.03775143,0
129,0.045541711,5388.03791,2.482610835,119502913.8,93.47151522,1.666154468,5.896404178,422187.7943,12.73080084,70.73485158,5.441404882,231.3127865,3.97948E+13,56774810486,-29.12779849,70.87220151,0.771042622,5.071225984,0
119,0.030767392,1322.06073,1.978814245,288567248.1,77.50306882,12.14370181,1.48615406,61396.84511,9.597214393,45.54714125,8.042479973,102.2958964,3.10836E+14,1.58675E+11,-29.93912618,70.06087382,0.340986321,9.231472489,0
120,0.020597327,4548.30551,2.031554602,252097607.7,49.77688198,11.40877756,14.3619676,970683.6272,7.265031634,22.83391136,8.01622469,192.2512002,3.13487E+13,50390924644,-68.32949043,31.67050957,0.640837334,6.104990316,0
134,0.04672054,4444.529839,2.739045366,208627145.8,23.58781134,12.30450893,0.713087727,555714.5558,10.00443054,32.69985685,8.035370024,220.669607,4.70215E+13,61714984442,-100.7832328,-0.783232785,0.735565357,6.957319298,0.098131779
100,0.002423212,1247.846999,1.008045659,73971738.74,82.57158782,2.856441951,6.020544411,784819.1992,13.35926946,87.49135051,3.752257133,70.93339836,7.34269E+13,77120529320,-39.93232373,60.06767627,0.236444661,3.294027967,0
130,0.010513809,532.4643271,2.548973344,228267320.2,51.46349742,4.074255791,2.44054053,294959.6113,43.43749083,43.55652983,6.746452936,73.68140542,2.84251E+14,1.51738E+11,-74.69002111,25.30997889,0.245604685,33.05119876,4.87E-150
117,0.02829443,5288.891353,1.888732526,226293362.8,16.77810911,4.436275459,10.33216982,759287.2251,38.50022066,64.76452646,2.099437738,199.8929826,3.83111E+13,55706341196,-109.2591928,-9.25919279,0.666309942,29.041148,0.313118677
139,0.030777631,1599.236554,2.985493328,144768406.9,74.7149858,7.621208043,1.182171738,588811.9772,0.092215846,42.93767656,7.480592897,138.1956593,1.26115E+14,1.01071E+11,-51.19883203,48.80116797,0.460652198,0.044499804,0
104,0.001977875,4702.944777,1.2324766,279692195.6,36.26667693,2.008156262,8.202083613,452936.9651,43.7059571,33.44015465,3.075500758,152.2664689,6.05901E+12,22153559832,-91.68163447,8.318365529,0.507554896,40.74738368,0.000114367
129,0.020151938,23.28250809,2.470505667,75084028.2,14.39994066,5.780726299,11.59652243,972135.7649,3.940614985,71.67780164,4.175212158,15.16833124,6.24E+16,2.24907E+12,-101.5924893,-1.592489322,0.050561104,0.986257489,0.119536061
124,0.032457698,114.5129342,2.202432225,102181141.9,91.24759135,2.732372416,14.25089753,519151.5284,32.76328088,76.34919166,8.022524834,31.76205134,1.10E+16,9.41991E+11,-22.36662548,77.63337452,0.105873504,11.15929817,0
132,0.034903527,2516.239196,2.605813815,47070571.6,53.47909829,3.971440695,10.47791344,674585.6528,7.573738411,6.47002491,7.251659564,161.9487679,8.88694E+13,84843517864,-58.21146802,41.78853198,0.539829226,1.188333987,0
103,0.031906995,1289.820579,1.162133986,244771758.7,35.28649479,10.59581452,1.492376365,64575.08192,3.113790526,25.10798302,8.572600846,77.43240486,7.43248E+14,2.45363E+11,-72.70602881,27.29397119,0.258108016,2.540559944,1.51E-235
128,0.016028161,3725.453089,2.449959469,197875034.2,74.47479021,12.82216734,1.327808246,336382.4462,37.98853488,45.70839429,3.271256908,191.072856,2.48486E+13,44863570990,-43.94390975,56.05609025,0.63690952,25.0566088,0
128,0.004676006,3054.481794,2.40371147,115033882.5,89.73121399,0.343587999,10.97397073,894256.9879,23.36015569,28.48479727,1.359767427,171.3720271,1.00478E+13,28528446151,-35.30117869,64.69882131,0.57124009,8.957364686,0
128,0.021355622,419.3458204,2.401650236,74229689.17,10.02763675,8.48845445,3.229941075,771011.1081,29.95312567,70.52247045,8.193693808,63.47037068,9.03265E+14,2.70489E+11,-109.5109223,-9.510922261,0.211567902,7.411370693,0.318064726
130,0.006437722,879.0301718,2.508719166,40839897.91,71.90669665,0.540896431,6.708589629,559916.3344,21.26765094,10.32600247,4.438389484,93.91996252,8.40378E+13,82504895678,-44.13216199,55.86783801,0.313066542,2.895228977,0
133,0.047381183,2096.078009,2.691169843,75021303.53,79.03105246,1.278738675,14.64931652,905151.7218,3.358593125,71.80184577,8.00460712,150.2118761,1.51185E+14,1.10662E+11,-37.7832011,62.2167989,0.500706254,0.839886781,0
140,0.023758543,1003.076341,3.012472499,152386854.5,28.89346846,10.57626052,12.29860198,511909.4875,36.98090831,55.60977755,6.588662335,109.9407093,1.93357E+14,1.25148E+11,-82.17867172,17.82132828,0.366469031,18.78468098,1.81E-28
113,0.015862959,4278.208453,1.6745518,96737781.63,54.06614483,11.0341216,12.69890036,588181.711,41.01755606,26.04309467,7.87322615,169.2817966,3.53646E+13,53521365862,-53.40717502,46.59282498,0.564272655,13.22649127,0
141,0.038315204,2247.363202,3.062623525,99925187.91,18.0357309,12.2097101,12.91154857,413045.2048,2.071027154,31.00092196,5.892506421,165.9256148,9.07082E+13,85716789410,-85.26065059,14.73934941,0.553085383,0.689825925,5.93E-15
124,0.02489743,505.4386491,2.245639206,266405619,77.20748943,7.113622677,9.293180102,639038.0349,18.78585985,16.46092396,7.311348123,67.38049707,8.80173E+14,2.67009E+11,-47.11129856,52.88870144,0.224601657,16.68219541,0
103,0.015501701,2615.967329,1.192645698,169087171.8,86.27104167,12.89711223,11.15900886,353051.4544,27.86582685,22.73160603,1.08302399,111.7125272,1.20251E+14,98693226321,-21.29599954,78.70400046,0.372375091,15.70584618,0
102,0.040598387,491.4353396,1.146377323,226898032.7,19.73679916,2.502574375,5.38441372,416217.5687,30.25917114,64.55419821,8.714652203,47.47084701,4.10434E+15,5.76586E+11,-107.9834245,-7.983424515,0.158236157,22.88582135,0.286348487
116,0.043357608,697.132512,1.835595797,39641956.24,83.48142281,3.745746205,14.9766934,968009.95,28.90764706,33.82957265,1.628813004,71.5444899,1.28042E+15,3.22047E+11,-25.58102457,74.41897543,0.238481633,3.819852265,0
139,0.033650408,1294.653483,2.962242443,128594106,79.44131534,2.017532214,4.194332545,155743.2458,34.6470327,61.87357248,0.220524911,123.856005,1.91538E+14,1.24558E+11,-36.4836146,63.5163854,0.41285335,14.85134732,0
135,0.002348221,4641.590081,2.769202337,159375723.8,41.22219883,11.96305891,8.85011105,149992.578,48.34081012,46.2696787,4.777266374,226.7465731,2.17838E+12,13283388583,-61.638659,38.361341,0.75582191,25.68117201,0
139,0.028316144,4992.983062,2.971537412,80332550.91,72.12605769,3.430126776,4.230925175,91150.21848,19.52932606,13.07679747,6.407210365,243.6131028,2.11811E+13,41420617760,-33.61006479,66.38993521,0.812043676,5.229468599,0
125,0.038164746,4461.965481,2.293172641,62451716.19,10.00433115,2.332668641,1.681065758,354042.2938,27.83117835,44.9163583,6.447765908,202.307263,4.98476E+13,63542522959,-108.9781139,-8.978113913,0.674357543,5.793682838,0.307465313
122,0.006825151,1804.682897,2.100497495,264982020.2,93.8617889,9.346660314,8.513787223,428317.7803,34.95393147,68.08228613,3.053095606,123.1378399,3.95324E+13,56587343146,-25.48160276,74.51839724,0.410459466,30.87387792,0
107,0.011433538,1471.938336,1.368631317,283646539.3,59.53449118,1.156230395,5.300230063,139789.8619,29.6211911,26.79079543,6.784486528,89.76727471,1.7094E+14,1.17669E+11,-62.07830066,37.92169934,0.299224249,28.00649449,0
116,0.044124755,2965.891575,1.820481884,51277808.47,65.83049777,0.673504158,8.748289013,571674.4456,19.3375515,58.32734982,7.583040489,146.9605645,1.50347E+14,1.10355E+11,-50.19346277,49.80653723,0.489868548,3.305290874,0
121,0.001006086,3898.285214,2.085048415,124235052.4,69.81934722,1.600764728,8.38017715,604136.4526,31.2039644,17.91293891,5.490105681,180.3121006,1.85599E+12,12261136970,-53.81148367,46.18851633,0.601040335,12.92208717,0
104,0.037636357,5364.219683,1.221501074,288737119.6,60.52321155,0.00361326,8.133850937,763475.3589,32.50557652,12.21290621,3.473928065,161.8937936,9.59252E+13,88147290956,-74.30946614,25.69053386,0.539645979,31.28522179,1.45E-163
111,0.023688665,711.3502734,1.551529882,52453667.95,87.10874988,10.45485231,1.849516831,977169.7108,29.24842377,32.42035176,5.522171257,66.44339563,8.73376E+14,2.65976E+11,-30.88598716,69.11401284,0.221477985,5.113957027,0
129,0.022338608,267.1275027,2.495563235,203783170.7,64.87316489,8.433529826,6.602711615,638384.6349,10.25553304,35.02832343,7.760073603,51.6384963,1.75449E+15,3.7698E+11,-58.47979748,41.52020252,0.172128321,6.966350131,0
136,0.000354827,3749.827445,2.839157786,292499770.2,91.69839921,3.148126636,12.18005909,156068.2663,25.29906791,68.49086673,8.104245848,206.3623201,4.36658E+11,5947205944,-22.26640677,77.73359323,0.6878744,24.66657183,0
149,0.040969912,4494.187005,3.495868778,294120390.5,62.409846,3.49507422,4.727152433,134098.0311,44.21784049,41.40708761,0.283649644,250.6877583,2.81243E+13,47729106413,-57.39106705,42.60893295,0.835625861,43.35122837,0
146,0.017991245,4570.437062,3.332783328,157230299.3,25.40101798,12.16452898,6.657472579,788669.5205,43.4300939,7.31114058,1.101587025,246.8382178,1.29372E+13,32371474860,-93.74979543,6.250204569,0.822794059,22.76175555,0.001841015
132,0.027038282,3664.024701,2.606412999,73942259.1,92.22063003,7.527301738,7.407473855,667817.4221,37.53939625,57.05995485,0.040626431,195.44781,3.91654E+13,56324041633,-22.81979258,77.18020742,0.6514927,9.252492547,0
